name,isPartyConstant,partyCount,partyChanger,num,isFemale,isIndependent,isAkjol,isSDPK,isCommunist,isAtameken,isAtajurt,isRepublic,isArnamys,isAlga,isAdilet,isOther,isNodata,isBirbol,isKyrgyzstan,isOnuguu,isRepAtajurt,allParties,sozyv,party,sozyvMisser,idname
Бекназаров Азимбек Анаркулович,0,2,0,71,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,",Нет данных,другое,,,",3,другое,1.0,102
Бешимбаева Айгерим Кабылбековна,0,1,0,105,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,",,,,,Республика - Ата Журт",6,Республика - Ата Журт,,103
Бешимов Бактыбек Джолчубекович,0,1,0,89,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,СДПК,,",4,СДПК,,104
Бокоев Кенжебек Сатымкулович,1,2,0,79,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,",,,,Республика,Республика - Ата Журт",5,Республика,1.0,105
Бокоев Кенжебек Сатымкулович,1,2,0,71,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,",,,,Республика,Республика - Ата Журт",6,Республика - Ата Журт,1.0,105
Бокошев Жамгырбек,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,106
Боромбаева Токтокан Жолуевна,0,1,0,76,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,",Нет данных,,,,",2,Нет данных,,107
Борубаев Алтай Асылканович,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,",Нет данных,,,,",2,Нет данных,,108
Булекбаев Эркин Касымович,0,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,",Нет данных,,,,",2,Нет данных,,109
Бурканов Арзыбек Орозматович,0,2,1,19,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,",,Алга Кыргызстан,Ак Жол,,",3,Алга Кыргызстан,1.0,110
Бурканов Арзыбек Орозматович,0,2,1,52,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,",,Алга Кыргызстан,Ак Жол,,",4,Ак Жол,1.0,110
Бурханов Авдикаримходжа Ходжаевич,0,1,0,69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ак Жол,,",4,Ак Жол,,111
Васильев Лев Алексеевич,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,",Нет данных,,,,",2,Нет данных,,112
Воробьев Борис Дмитриевич,0,1,0,62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,113
Гайпкулов Искандер Торобаевич,0,1,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,",,,,,Ата Мекен",6,Ата Мекен,,114
Гогаев Борис Хамитович,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,Нет данных,,,,",1,Нет данных,1.0,115
Гогаев Борис Хамитович,0,2,0,59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,Нет данных,,,,",2,Нет данных,1.0,115
Гринько Виктор Михайлович,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,116
Гусаров Игорь Константинович,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,",,,,Ар-Намыс,",5,Ар-Намыс,,117
Данилов Юрий Анатольевич,0,2,0,63,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,Самовыдвиженец,Ак Жол,,",3,Самовыдвиженец,1.0,118
Данилов Юрий Анатольевич,0,2,0,68,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,Самовыдвиженец,Ак Жол,,",4,Ак Жол,1.0,118
Дербишева Гульнара Толубаевна,0,1,0,67,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ак Жол,,",4,Ак Жол,,119
Джакупова Чолпон Идиновна,0,1,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,",,,,,Бир Бол",6,Бир Бол,,120
Джангарачева Мира Камилевна,0,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,121
Джеенбеков Сатывалды Амиражанович,0,1,0,39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,122
Джетигенов Бакытбек Дженишбекович,0,2,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,",,,,Ар-Намыс,СДПК",5,Ар-Намыс,1.0,123
Джетигенов Бакытбек Дженишбекович,0,2,1,140,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,",,,,Ар-Намыс,СДПК",6,СДПК,1.0,123
Джолдошев Кубанычбек Ниязович,0,2,0,56,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,",Нет данных,,Ак Жол,,",2,Нет данных,2.0,124
Джолдошев Кубанычбек Ниязович,0,2,0,66,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,",Нет данных,,Ак Жол,,",4,Ак Жол,2.0,124
Джолдошова Жылдызкан Айтибаевна,0,1,0,64,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,",,,,Ата-Журт,",5,Ата-Журт,,125
Джумабеков Дастанбек Артисбекович,0,2,1,63,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,",,,,Ата-Журт,Кыргызстан",5,Ата-Журт,1.0,126
Джумабеков Дастанбек Артисбекович,0,2,1,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,",,,,Ата-Журт,Кыргызстан",6,Кыргызстан,1.0,126
Джумалиева Эльмира Бусурманкуловна,0,1,0,74,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,",,,,Республика,",5,Республика,,127
Джунусов Ибрагим Коджоназарович,0,2,1,65,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,",,,Ак Жол,Ата-Журт,",4,Ак Жол,1.0,128
Джунусов Ибрагим Коджоназарович,0,2,1,44,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,",,,Ак Жол,Ата-Журт,",5,Ата-Журт,1.0,128
Джураев Мурат Каттабекович,0,2,0,61,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,Самовыдвиженец,СДПК,,",3,Самовыдвиженец,1.0,129
Джураев Мурат Каттабекович,0,2,0,103,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,Самовыдвиженец,СДПК,,",4,СДПК,1.0,129
Джураев Сайдолимжон Маруфович,0,1,0,132,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,,СДПК",6,СДПК,,130
Джээнбеков Жусупжан Амражанович,0,1,0,102,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,СДПК,,",4,СДПК,,131
Диль Валерий Исидорович,0,2,0,61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,Нет данных,,,,",1,Нет данных,1.0,132
Диль Валерий Исидорович,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,Нет данных,,,,",2,Нет данных,1.0,132
Домшенко Олег Леонидович,0,1,0,103,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,СДПК,",5,СДПК,,133
Донобаев Орозалы Дуйшонович,0,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,134
Досалиев Акуналы Атамурзаевич,0,1,0,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,",,,,Ата Мекен,",5,Ата Мекен,,135
Дуйшеев Орозбек Дуйшеевич,0,1,0,58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,",Нет данных,,,,",2,Нет данных,,136
Дунларов Шабар Манеевич,0,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,137
Дюшалиев Абдыбек Кашымбекович,0,1,0,84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,",,,,,Республика - Ата Журт",6,Республика - Ата Журт,,138
Жакыпов Жолдошбек Сейталиевич,0,1,0,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ак Жол,,",4,Ак Жол,,139
Жалилов Имамберди,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,140
Жамалдинов Зиядин Исламович,0,3,1,59,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,",,Самовыдвиженец,Ак Жол,,Онугуу-Прогресс",3,Самовыдвиженец,2.0,141
Жамалдинов Зиядин Исламович,0,3,1,63,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,",,Самовыдвиженец,Ак Жол,,Онугуу-Прогресс",4,Ак Жол,2.0,141
Жамалдинов Зиядин Исламович,0,3,1,64,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,",,Самовыдвиженец,Ак Жол,,Онугуу-Прогресс",6,Онугуу-Прогресс,2.0,141
Жамангулов Акылбек Жекшенович,0,1,0,83,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,",,,,,Республика - Ата Журт",6,Республика - Ата Журт,,142
Жамгырчиева Гульнара Оморовна,0,1,0,109,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,СДПК,",5,СДПК,,143
Жапаров Акылбек Усенбекович,0,3,1,57,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,",Нет данных,,,Ар-Намыс,Бир Бол",2,Нет данных,3.0,144
Жапаров Акылбек Усенбекович,0,3,1,19,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,",Нет данных,,,Ар-Намыс,Бир Бол",5,Ар-Намыс,3.0,144
Жапаров Акылбек Усенбекович,0,3,1,21,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,",Нет данных,,,Ар-Намыс,Бир Бол",6,Бир Бол,3.0,144
Жапаров Садыр Нургожоевич,0,2,0,53,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,",,Самовыдвиженец,,Ата-Журт,",3,Самовыдвиженец,2.0,145
Жапаров Садыр Нургожоевич,0,2,0,55,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,",,Самовыдвиженец,,Ата-Журт,",5,Ата-Журт,2.0,145
Жеенчороев Мирлан Канатбекович,0,1,0,78,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,",,,,,Республика - Ата Журт",6,Республика - Ата Журт,,146
Жекшеев Жыпар,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,147
Жолдошбаев Камчыбек Жолдошбаевич,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,",,Адилет,,,Онугуу-Прогресс",3,Адилет,3.0,148
Жолдошбаев Камчыбек Жолдошбаевич,0,2,1,62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,",,Адилет,,,Онугуу-Прогресс",6,Онугуу-Прогресс,3.0,148
Жолчиев Бакир Дыйканович,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,",Нет данных,,,,",2,Нет данных,,149
Жоошбеков Заирбек Сулайманович,0,1,0,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,СДПК,",5,СДПК,,150
Жоробеков Жолборс,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,151
Жоробеков Тариел Улукбекович,0,1,0,85,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,",,,,,Республика - Ата Журт",6,Республика - Ата Журт,,152
Жумабекова Турдукан Абдыкарыевна,0,1,0,62,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ак Жол,,",4,Ак Жол,,153
Жумалиев Кубанычбек Мырзабекович,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,",,,,,Бир Бол",6,Бир Бол,,154
Жунус уулу Адыл,0,1,0,82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,",,,,,Республика - Ата Журт",6,Республика - Ата Журт,,155
Жунус уулу Алтынбек,0,1,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,",,,,,Онугуу-Прогресс",6,Онугуу-Прогресс,,156
Журавлев Олег Владимирович,0,1,0,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,",,Алга Кыргызстан,,,",3,Алга Кыргызстан,,157
Жураев Бурибай Жураевич,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,Нет данных,,,,",1,Нет данных,1.0,158
Жураев Бурибай Жураевич,0,2,0,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,Нет данных,,,,",2,Нет данных,1.0,158
Жутанов Алмаз Токтоназарович,0,1,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,",,,,,Онугуу-Прогресс",6,Онугуу-Прогресс,,159
Жылкыбаев Узарбек Казиевич,0,1,0,146,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,,СДПК",6,СДПК,,160
Жээнбеков Асылбек Шарипович,1,3,0,99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,СДПК,СДПК,СДПК",4,СДПК,1.0,161
Жээнбеков Асылбек Шарипович,1,3,0,111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,СДПК,СДПК,СДПК",5,СДПК,1.0,161
Жээнбеков Асылбек Шарипович,1,3,0,141,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,СДПК,СДПК,СДПК",6,СДПК,1.0,161
Жээнбеков Равшан Бабырбекович,0,1,0,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,",,,,Ата Мекен,",5,Ата Мекен,,162
Жээнбеков Сооронбай Шарипович,0,2,0,59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,Нет данных,,,,",1,Нет данных,1.0,163
Жээнбеков Сооронбай Шарипович,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,Нет данных,,,,",2,Нет данных,1.0,163
Заиров Маматоктор Садырбаевич,0,1,0,58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,164
Зулпукаров Торобай Закирович,1,2,0,97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,СДПК,СДПК",5,СДПК,1.0,165
Зулпукаров Торобай Закирович,1,2,0,112,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,СДПК,СДПК",6,СДПК,1.0,165
Зулушев Курманкул Токторалыевич,0,1,0,74,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,",,,,,Республика - Ата Журт",6,Республика - Ата Журт,,166
Ибрагимов Сергей Мухамедович,0,1,0,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ак Жол,,",4,Ак Жол,,167
Ибраев Саматбек Кулукеевич,0,1,0,151,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,,СДПК",6,СДПК,,168
Ибраимжанов Болотбек Сапарбаевич,0,1,0,77,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,",,,,,Республика - Ата Журт",6,Республика - Ата Журт,,169
Ибраимов Абыт,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,170
Ибраимов Жумабек Ибраимович,0,1,0,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,171
Ибраимова Эльмира Султановна,0,1,0,79,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ак Жол,,",4,Ак Жол,,172
Идинов Кубанычбек,0,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,173
Измаилов Аскар Бекматович,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,",Нет данных,,,,",2,Нет данных,,174
Измалкова Алла Николаевна,0,1,0,98,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,СДПК,",5,СДПК,,175
Икрамов Тазабек Икрамович,0,1,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,",,,,,Онугуу-Прогресс",6,Онугуу-Прогресс,,176
Иманалиев Бактыбек Тыбынович,0,1,0,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ак Жол,,",4,Ак Жол,,177
Иманалиев Жусуп Умарович,0,2,0,34,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,",,Самовыдвиженец,,Ата-Журт,",3,Самовыдвиженец,2.0,178
Иманалиев Жусуп Умарович,0,2,0,48,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,",,Самовыдвиженец,,Ата-Журт,",5,Ата-Журт,2.0,178
Иманалиев Каныбек Капашович,0,4,1,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,",Нет данных,Самовыдвиженец,,Ар-Намыс,Ата Мекен",2,Нет данных,2.0,179
Иманалиев Каныбек Капашович,0,4,1,48,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,",Нет данных,Самовыдвиженец,,Ар-Намыс,Ата Мекен",3,Самовыдвиженец,2.0,179
Иманалиев Каныбек Капашович,0,4,1,20,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,",Нет данных,Самовыдвиженец,,Ар-Намыс,Ата Мекен",5,Ар-Намыс,2.0,179
Иманалиев Каныбек Капашович,0,4,1,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,",Нет данных,Самовыдвиженец,,Ар-Намыс,Ата Мекен",6,Ата Мекен,2.0,179
Иманалиева Айнура Касымбековна,0,1,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ак Жол,,",4,Ак Жол,,180
Иманалиева Эльмира Сансызбаевна,0,1,0,60,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,",,,,Ата-Журт,",5,Ата-Журт,,181
Иманкулов Бактыбек Абдыкулович,0,1,0,54,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,",Нет данных,,,,",2,Нет данных,,182
Иминов Фархат Ажмуханбетович,0,1,0,103,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,",,,,,Республика - Ата Журт",6,Республика - Ата Журт,,183
Ирсалиев Рахатбек Молдобекович,0,2,0,49,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,Самовыдвиженец,СДПК,,",3,Самовыдвиженец,1.0,184
Ирсалиев Рахатбек Молдобекович,0,2,0,104,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,Самовыдвиженец,СДПК,,",4,СДПК,1.0,184
Исабеков Кубанычбек Сатиндиевич,0,2,1,70,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,",,другое,Ак Жол,,",3,другое,1.0,185
Исабеков Кубанычбек Сатиндиевич,0,2,1,59,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,",,другое,Ак Жол,,",4,Ак Жол,1.0,185
Исаев Жаныбек Базаркулович,0,1,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,",,,,,Кыргызстан",6,Кыргызстан,,186
Исаев Жусупали Калматович,0,1,0,102,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,СДПК,",5,СДПК,,187
Исаев Канатбек Кедейканович,0,2,1,89,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,",,,,Республика,Кыргызстан",5,Республика,1.0,188
Исаев Канатбек Кедейканович,0,2,1,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,",,,,Республика,Кыргызстан",6,Кыргызстан,1.0,188
Исаев Кыдык Шайдинович,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,",Нет данных,,,,",2,Нет данных,,189
Исаев Тилектеш Каримович,0,1,0,143,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,,СДПК",6,СДПК,,190
Исаева Динара Шертаевна,0,3,1,58,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,",,,Ак Жол,Ата-Журт,Республика - Ата Журт",4,Ак Жол,1.0,191
Исаева Динара Шертаевна,0,3,1,68,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,",,,Ак Жол,Ата-Журт,Республика - Ата Журт",5,Ата-Журт,1.0,191
Исаева Динара Шертаевна,0,3,1,75,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,",,,Ак Жол,Ата-Журт,Республика - Ата Журт",6,Республика - Ата Журт,1.0,191
Исаков Исмаил Исакович,0,2,0,64,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,",Нет данных,,,СДПК,",2,Нет данных,3.0,192
Исаков Исмаил Исакович,0,2,0,115,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,",Нет данных,,,СДПК,",5,СДПК,3.0,192
Исаков Музаффар Ахматходжаевич,0,1,0,145,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,,СДПК",6,СДПК,,193
Исаков Эсенгул,0,1,0,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,",,,,Ар-Намыс,",5,Ар-Намыс,,194
Исакунова Таалайкул Базаркуловна,0,1,0,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,",,,,,Кыргызстан",6,Кыргызстан,,195
Исанова Мария Насирдиновна,0,1,0,57,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ак Жол,,",4,Ак Жол,,196
Исмаилов Есен Жумазович,0,1,0,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,197
Исмаилова Аида Жекшенбаевна,0,1,0,91,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,",,,,,Республика - Ата Журт",6,Республика - Ата Журт,,198
Кабаев Акбаралы Саринжиевич,0,1,0,56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ак Жол,,",4,Ак Жол,,199
Кадыралиев Санжарбек Кармышакович,0,1,0,75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ак Жол,,",4,Ак Жол,,200
Кадыралиева Ыргал Кармышаковна,0,1,0,96,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,СДПК,",5,СДПК,,201
Кадырбеков Адылбек,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,202
Кадырбеков Ишенбай Дюшенбиевич,0,2,0,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,Нет данных,,,,",1,Нет данных,1.0,203
